Round: 1,Round: 2,Election,Round: 3,Round: 4,Round: 5,Round: 6,Round: 7,pyrankvote_winner,filename
"[{'candidate_2': ' 6549'}, {'candidate_1': ' 5535'}, {'candidate_3': ' 3764'}]","[{'candidate_2': ' 8346'}, {'candidate_1': ' 7502'}, {'candidate_3': '0'}]",election_01-22-2021_21-15-31_3cands_0.24333333333333332noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-31_3cands_0.24333333333333332noise.csv
"[{'candidate_2': '16707'}, {'candidate_1': '13080'}, {'candidate_3': '12753'}]","[{'candidate_2': '24379'}, {'candidate_1': '18161'}, {'candidate_3': '0'}]",election_01-22-2021_21-15-31_3cands_0.3133333333333333noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-31_3cands_0.3133333333333333noise.csv
"[{'candidate_2': ' 5622'}, {'candidate_3': ' 5498'}, {'candidate_1': ' 5013'}]","[{'candidate_2': ' 8541'}, {'candidate_3': ' 7592'}, {'candidate_1': '0'}]",election_01-22-2021_21-15-31_3cands_0.3noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-31_3cands_0.3noise.csv
"[{'candidate_1': ' 2906'}, {'candidate_4': ' 2564'}, {'candidate_2': ' 2478'}, {'candidate_3': ' 2087'}]","[{'candidate_1': ' 3579'}, {'candidate_2': ' 3306'}, {'candidate_4': ' 3150'}, {'candidate_3': '0'}]",election_01-22-2021_21-15-31_4cands_0.175noise.csv,"[{'candidate_1': ' 5314'}, {'candidate_2': ' 4721'}, {'candidate_4': '0'}, {'candidate_3': '0'}]",,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-15-31_4cands_0.175noise.csv
"[{'candidate_1': ' 5768'}, {'candidate_3': ' 5013'}, {'candidate_2': ' 3682'}, {'candidate_4': ' 3500'}]","[{'candidate_1': ' 7274'}, {'candidate_3': ' 6131'}, {'candidate_2': ' 4558'}, {'candidate_4': '0'}]",election_01-22-2021_21-15-31_4cands_0.1775noise.csv,"[{'candidate_1': ' 9989'}, {'candidate_3': ' 7974'}, {'candidate_2': '0'}, {'candidate_4': '0'}]",,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-15-31_4cands_0.1775noise.csv
"[{'candidate_1': ' 5561'}, {'candidate_5': ' 5112'}, {'candidate_4': ' 4673'}, {'candidate_3': ' 4546'}, {'candidate_2': ' 4227'}]","[{'candidate_1': ' 6567'}, {'candidate_5': ' 6279'}, {'candidate_4': ' 6080'}, {'candidate_3': ' 5193'}, {'candidate_2': '0'}]",election_01-22-2021_21-15-31_5cands_0.13999999999999999noise.csv,"[{'candidate_5': ' 8191'}, {'candidate_4': ' 7995'}, {'candidate_1': ' 7933'}, {'candidate_3': '0'}, {'candidate_2': '0'}]","[{'candidate_4': '12186'}, {'candidate_5': '11933'}, {'candidate_1': '0'}, {'candidate_3': '0'}, {'candidate_2': '0'}]",,,,[<Candidate('candidate_4')>],election_01-22-2021_21-15-31_5cands_0.13999999999999999noise.csv
"[{'candidate_1': ' 8678'}, {'candidate_2': ' 8318'}, {'candidate_3': ' 6128'}]","[{'candidate_1': '12068'}, {'candidate_2': '11056'}, {'candidate_3': '0'}]",election_01-22-2021_21-15-32_3cands_0.19333333333333333noise.csv,,,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-15-32_3cands_0.19333333333333333noise.csv
"[{'candidate_2': ' 2696'}, {'candidate_1': ' 2247'}, {'candidate_3': ' 1845'}]","[{'candidate_2': ' 3723'}, {'candidate_1': ' 3065'}, {'candidate_3': '0'}]",election_01-22-2021_21-15-32_3cands_0.20333333333333334noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-32_3cands_0.20333333333333334noise.csv
"[{'candidate_2': '15127'}, {'candidate_3': '11709'}, {'candidate_1': '10380'}]","[{'candidate_2': '19633'}, {'candidate_3': '17583'}, {'candidate_1': '0'}]",election_01-22-2021_21-15-32_3cands_0.31noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-32_3cands_0.31noise.csv
"[{'candidate_3': '16421'}, {'candidate_1': '13434'}, {'candidate_2': '12889'}]","[{'candidate_3': '23302'}, {'candidate_1': '19442'}, {'candidate_2': '0'}]",election_01-22-2021_21-15-32_3cands_0.33noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-15-32_3cands_0.33noise.csv
"[{'candidate_1': ' 5710'}, {'candidate_4': ' 5638'}, {'candidate_2': ' 5476'}, {'candidate_6': ' 5388'}, {'candidate_5': ' 5347'}, {'candidate_3': ' 5252'}]","[{'candidate_4': ' 6772'}, {'candidate_1': ' 6743'}, {'candidate_2': ' 6500'}, {'candidate_6': ' 6399'}, {'candidate_5': ' 6397'}, {'candidate_3': '0'}]",election_01-22-2021_21-15-32_6cands_0.16noise.csv,"[{'candidate_1': ' 8343'}, {'candidate_2': ' 8320'}, {'candidate_4': ' 8229'}, {'candidate_6': ' 7919'}, {'candidate_5': '0'}, {'candidate_3': '0'}]","[{'candidate_2': '11023'}, {'candidate_4': '10903'}, {'candidate_1': '10885'}, {'candidate_6': '0'}, {'candidate_5': '0'}, {'candidate_3': '0'}]","[{'candidate_2': '16484'}, {'candidate_4': '16327'}, {'candidate_1': '0'}, {'candidate_6': '0'}, {'candidate_5': '0'}, {'candidate_3': '0'}]",,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-32_6cands_0.16noise.csv
"[{'candidate_3': '15972'}, {'candidate_1': '15759'}, {'candidate_2': ' 6519'}]","[{'candidate_1': '19740'}, {'candidate_3': '18510'}, {'candidate_2': '0'}]",election_01-22-2021_21-15-33_3cands_0.20666666666666667noise.csv,,,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-15-33_3cands_0.20666666666666667noise.csv
"[{'candidate_2': ' 4673'}, {'candidate_1': ' 4324'}, {'candidate_3': ' 4059'}]","[{'candidate_2': ' 6785'}, {'candidate_1': ' 6271'}, {'candidate_3': '0'}]",election_01-22-2021_21-15-33_3cands_0.2333333333333333noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-33_3cands_0.2333333333333333noise.csv
"[{'candidate_3': '10739'}, {'candidate_1': '10500'}, {'candidate_2': ' 9826'}]","[{'candidate_3': '17429'}, {'candidate_1': '13636'}, {'candidate_2': '0'}]",election_01-22-2021_21-15-33_3cands_0.24666666666666667noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-15-33_3cands_0.24666666666666667noise.csv
"[{'candidate_2': ' 6729'}, {'candidate_3': ' 6643'}, {'candidate_1': ' 4108'}]","[{'candidate_2': ' 9558'}, {'candidate_3': ' 7922'}, {'candidate_1': '0'}]",election_01-22-2021_21-15-33_3cands_0.27noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-33_3cands_0.27noise.csv
"[{'candidate_2': '10772'}, {'candidate_3': ' 9627'}, {'candidate_1': ' 7733'}]","[{'candidate_2': '15371'}, {'candidate_3': '12761'}, {'candidate_1': '0'}]",election_01-22-2021_21-15-33_3cands_0.3066666666666667noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-33_3cands_0.3066666666666667noise.csv
"[{'candidate_3': '15759'}, {'candidate_2': '11737'}, {'candidate_1': ' 9857'}]","[{'candidate_3': '20302'}, {'candidate_2': '17051'}, {'candidate_1': '0'}]",election_01-22-2021_21-15-33_3cands_0.32666666666666666noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-15-33_3cands_0.32666666666666666noise.csv
"[{'candidate_2': ' 6575'}, {'candidate_4': ' 6216'}, {'candidate_1': ' 6204'}, {'candidate_3': ' 6073'}]","[{'candidate_2': ' 8738'}, {'candidate_1': ' 8315'}, {'candidate_4': ' 8015'}, {'candidate_3': '0'}]",election_01-22-2021_21-15-33_4cands_0.1525noise.csv,"[{'candidate_2': '13125'}, {'candidate_1': '11943'}, {'candidate_4': '0'}, {'candidate_3': '0'}]",,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-33_4cands_0.1525noise.csv
"[{'candidate_2': '554'}, {'candidate_3': '538'}, {'candidate_1': '481'}, {'candidate_4': '386'}]","[{'candidate_3': '737'}, {'candidate_2': '666'}, {'candidate_1': '556'}, {'candidate_4': '0'}]",election_01-22-2021_21-15-33_4cands_0.155noise.csv,"[{'candidate_3': '988'}, {'candidate_2': '971'}, {'candidate_1': '0'}, {'candidate_4': '0'}]",,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-15-33_4cands_0.155noise.csv
"[{'candidate_2': ' 9381'}, {'candidate_4': ' 9148'}, {'candidate_1': ' 6125'}, {'candidate_3': ' 4373'}]","[{'candidate_2': '10915'}, {'candidate_4': '10314'}, {'candidate_1': ' 7798'}, {'candidate_3': '0'}]",election_01-22-2021_21-15-33_4cands_0.235noise.csv,"[{'candidate_2': '15069'}, {'candidate_4': '13958'}, {'candidate_1': '0'}, {'candidate_3': '0'}]",,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-33_4cands_0.235noise.csv
"[{'candidate_3': '391'}, {'candidate_4': '345'}, {'candidate_5': '335'}, {'candidate_2': '328'}, {'candidate_1': '321'}]","[{'candidate_3': '471'}, {'candidate_4': '430'}, {'candidate_5': '417'}, {'candidate_2': '402'}, {'candidate_1': '0'}]",election_01-22-2021_21-15-33_5cands_0.148noise.csv,"[{'candidate_3': '593'}, {'candidate_4': '565'}, {'candidate_5': '562'}, {'candidate_2': '0'}, {'candidate_1': '0'}]","[{'candidate_3': '879'}, {'candidate_4': '841'}, {'candidate_5': '0'}, {'candidate_2': '0'}, {'candidate_1': '0'}]",,,,[<Candidate('candidate_3')>],election_01-22-2021_21-15-33_5cands_0.148noise.csv
"[{'candidate_3': '13696'}, {'candidate_2': '10777'}, {'candidate_1': ' 9928'}]","[{'candidate_3': '18334'}, {'candidate_2': '16067'}, {'candidate_1': '0'}]",election_01-22-2021_21-15-34_3cands_0.27noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-15-34_3cands_0.27noise.csv
"[{'candidate_2': ' 4864'}, {'candidate_3': ' 4624'}, {'candidate_1': ' 2985'}]","[{'candidate_3': ' 6322'}, {'candidate_2': ' 6151'}, {'candidate_1': '0'}]",election_01-22-2021_21-15-34_3cands_0.2833333333333333noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-15-34_3cands_0.2833333333333333noise.csv
"[{'candidate_4': ' 9138'}, {'candidate_1': ' 8601'}, {'candidate_3': ' 7735'}, {'candidate_2': ' 6653'}]","[{'candidate_4': '11317'}, {'candidate_3': '10696'}, {'candidate_1': '10114'}, {'candidate_2': '0'}]",election_01-22-2021_21-15-34_4cands_0.175noise.csv,"[{'candidate_4': '16489'}, {'candidate_3': '15638'}, {'candidate_1': '0'}, {'candidate_2': '0'}]",,,,,[<Candidate('candidate_4')>],election_01-22-2021_21-15-34_4cands_0.175noise.csv
"[{'candidate_6': ' 5957'}, {'candidate_7': ' 5941'}, {'candidate_4': ' 5938'}, {'candidate_1': ' 5933'}, {'candidate_3': ' 5898'}, {'candidate_2': ' 5802'}, {'candidate_5': ' 5627'}]","[{'candidate_6': ' 6913'}, {'candidate_4': ' 6912'}, {'candidate_1': ' 6891'}, {'candidate_7': ' 6857'}, {'candidate_3': ' 6795'}, {'candidate_2': ' 6728'}, {'candidate_5': '0'}]",election_01-22-2021_21-15-34_7cands_0.11285714285714286noise.csv,"[{'candidate_1': ' 8315'}, {'candidate_6': ' 8263'}, {'candidate_4': ' 8187'}, {'candidate_7': ' 8170'}, {'candidate_3': ' 8161'}, {'candidate_2': '0'}, {'candidate_5': '0'}]","[{'candidate_1': '10360'}, {'candidate_7': '10275'}, {'candidate_6': '10270'}, {'candidate_4': '10191'}, {'candidate_3': '0'}, {'candidate_2': '0'}, {'candidate_5': '0'}]","[{'candidate_7': '13732'}, {'candidate_6': '13708'}, {'candidate_1': '13656'}, {'candidate_4': '0'}, {'candidate_3': '0'}, {'candidate_2': '0'}, {'candidate_5': '0'}]","[{'candidate_6': '20575'}, {'candidate_7': '20521'}, {'candidate_1': '0'}, {'candidate_4': '0'}, {'candidate_3': '0'}, {'candidate_2': '0'}, {'candidate_5': '0'}]",,[<Candidate('candidate_6')>],election_01-22-2021_21-15-34_7cands_0.11285714285714286noise.csv
"[{'candidate_2': '10469'}, {'candidate_3': '10273'}, {'candidate_1': ' 3329'}]","[{'candidate_3': '12231'}, {'candidate_2': '11840'}, {'candidate_1': '0'}]",election_01-22-2021_21-15-40_3cands_0.18000000000000002noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-15-40_3cands_0.18000000000000002noise.csv
"[{'candidate_2': '17169'}, {'candidate_3': ' 7341'}, {'candidate_1': ' 6778'}]",,election_01-22-2021_21-15-40_3cands_0.18666666666666668noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-40_3cands_0.18666666666666668noise.csv
"[{'candidate_2': '612'}, {'candidate_1': '367'}, {'candidate_3': '259'}]","[{'candidate_2': '722'}, {'candidate_1': '516'}, {'candidate_3': '0'}]",election_01-22-2021_21-15-40_3cands_0.19999999999999998noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-40_3cands_0.19999999999999998noise.csv
"[{'candidate_2': ' 6649'}, {'candidate_1': ' 4168'}, {'candidate_3': ' 2819'}]","[{'candidate_2': ' 7502'}, {'candidate_1': ' 6134'}, {'candidate_3': '0'}]",election_01-22-2021_21-15-40_3cands_0.24666666666666667noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-40_3cands_0.24666666666666667noise.csv
"[{'candidate_3': ' 1521'}, {'candidate_1': ' 1510'}, {'candidate_2': ' 1176'}]","[{'candidate_1': ' 2146'}, {'candidate_3': ' 2061'}, {'candidate_2': '0'}]",election_01-22-2021_21-15-40_3cands_0.3233333333333333noise.csv,,,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-15-40_3cands_0.3233333333333333noise.csv
"[{'candidate_2': '11348'}, {'candidate_3': '10040'}, {'candidate_4': ' 8728'}, {'candidate_1': ' 8444'}]","[{'candidate_2': '14685'}, {'candidate_4': '12014'}, {'candidate_3': '11861'}, {'candidate_1': '0'}]",election_01-22-2021_21-15-40_4cands_0.1925noise.csv,"[{'candidate_2': '19608'}, {'candidate_4': '18952'}, {'candidate_3': '0'}, {'candidate_1': '0'}]",,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-40_4cands_0.1925noise.csv
"[{'candidate_1': '11967'}, {'candidate_2': '10429'}, {'candidate_5': ' 9698'}, {'candidate_3': ' 8795'}, {'candidate_4': ' 8525'}]","[{'candidate_1': '14258'}, {'candidate_2': '12617'}, {'candidate_3': '11400'}, {'candidate_5': '11139'}, {'candidate_4': '0'}]",election_01-22-2021_21-15-40_5cands_0.162noise.csv,"[{'candidate_1': '17179'}, {'candidate_2': '17095'}, {'candidate_3': '15140'}, {'candidate_5': '0'}, {'candidate_4': '0'}]","[{'candidate_2': '24738'}, {'candidate_1': '24676'}, {'candidate_3': '0'}, {'candidate_5': '0'}, {'candidate_4': '0'}]",,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-40_5cands_0.162noise.csv
"[{'candidate_4': ' 7704'}, {'candidate_1': ' 7348'}, {'candidate_3': ' 7051'}, {'candidate_2': ' 6906'}, {'candidate_5': ' 6590'}]","[{'candidate_4': ' 9746'}, {'candidate_1': ' 9053'}, {'candidate_3': ' 8512'}, {'candidate_2': ' 8288'}, {'candidate_5': '0'}]",election_01-22-2021_21-15-40_5cands_0.198noise.csv,"[{'candidate_4': '12454'}, {'candidate_1': '12014'}, {'candidate_3': '11131'}, {'candidate_2': '0'}, {'candidate_5': '0'}]","[{'candidate_4': '18271'}, {'candidate_1': '17328'}, {'candidate_3': '0'}, {'candidate_2': '0'}, {'candidate_5': '0'}]",,,,[<Candidate('candidate_4')>],election_01-22-2021_21-15-40_5cands_0.198noise.csv
"[{'candidate_1': ' 5609'}, {'candidate_3': ' 5535'}, {'candidate_2': ' 5100'}]","[{'candidate_3': ' 8872'}, {'candidate_1': ' 7372'}, {'candidate_2': '0'}]",election_01-22-2021_21-15-41_3cands_0.18333333333333335noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-15-41_3cands_0.18333333333333335noise.csv
"[{'candidate_3': ' 9085'}, {'candidate_2': ' 6343'}, {'candidate_1': ' 6040'}]","[{'candidate_3': '12210'}, {'candidate_2': ' 9258'}, {'candidate_1': '0'}]",election_01-22-2021_21-15-41_3cands_0.19333333333333333noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-15-41_3cands_0.19333333333333333noise.csv
"[{'candidate_2': '15671'}, {'candidate_3': '14932'}, {'candidate_1': '13386'}]","[{'candidate_2': '23682'}, {'candidate_3': '20307'}, {'candidate_1': '0'}]",election_01-22-2021_21-15-41_3cands_0.22666666666666668noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-41_3cands_0.22666666666666668noise.csv
"[{'candidate_3': '10262'}, {'candidate_1': ' 9665'}, {'candidate_2': ' 8983'}]","[{'candidate_3': '15358'}, {'candidate_1': '13552'}, {'candidate_2': '0'}]",election_01-22-2021_21-15-41_3cands_0.24333333333333332noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-15-41_3cands_0.24333333333333332noise.csv
"[{'candidate_2': ' 3219'}, {'candidate_1': ' 2428'}, {'candidate_3': ' 2076'}]","[{'candidate_1': ' 3919'}, {'candidate_2': ' 3804'}, {'candidate_3': '0'}]",election_01-22-2021_21-15-41_3cands_0.25333333333333335noise.csv,,,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-15-41_3cands_0.25333333333333335noise.csv
"[{'candidate_1': '10333'}, {'candidate_3': ' 9305'}, {'candidate_2': ' 9054'}]","[{'candidate_3': '14630'}, {'candidate_1': '14062'}, {'candidate_2': '0'}]",election_01-22-2021_21-15-41_3cands_0.2833333333333333noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-15-41_3cands_0.2833333333333333noise.csv
"[{'candidate_3': ' 4226'}, {'candidate_2': ' 4039'}, {'candidate_1': ' 2800'}]","[{'candidate_2': ' 5760'}, {'candidate_3': ' 5305'}, {'candidate_1': '0'}]",election_01-22-2021_21-15-41_3cands_0.30333333333333334noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-41_3cands_0.30333333333333334noise.csv
"[{'candidate_3': '16839'}, {'candidate_2': '12564'}, {'candidate_1': ' 9207'}]","[{'candidate_3': '20107'}, {'candidate_2': '18503'}, {'candidate_1': '0'}]",election_01-22-2021_21-15-41_3cands_0.32666666666666666noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-15-41_3cands_0.32666666666666666noise.csv
"[{'candidate_4': '663'}, {'candidate_3': '607'}, {'candidate_1': '542'}, {'candidate_2': '506'}]","[{'candidate_3': '795'}, {'candidate_4': '775'}, {'candidate_1': '748'}, {'candidate_2': '0'}]",election_01-22-2021_21-15-41_4cands_0.16noise.csv,"[{'candidate_3': ' 1186'}, {'candidate_4': ' 1132'}, {'candidate_1': '0'}, {'candidate_2': '0'}]",,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-15-41_4cands_0.16noise.csv
"[{'candidate_2': ' 1913'}, {'candidate_3': ' 1883'}, {'candidate_1': ' 1336'}, {'candidate_4': ' 1330'}]","[{'candidate_3': ' 2243'}, {'candidate_2': ' 2192'}, {'candidate_1': ' 2027'}, {'candidate_4': '0'}]",election_01-22-2021_21-15-41_4cands_0.2125noise.csv,"[{'candidate_3': ' 3344'}, {'candidate_2': ' 3118'}, {'candidate_1': '0'}, {'candidate_4': '0'}]",,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-15-41_4cands_0.2125noise.csv
"[{'candidate_2': '23222'}, {'candidate_3': '13243'}, {'candidate_1': '11377'}]","[{'candidate_2': '29211'}, {'candidate_3': '18631'}, {'candidate_1': '0'}]",election_01-22-2021_21-15-42_3cands_0.19333333333333333noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-42_3cands_0.19333333333333333noise.csv
"[{'candidate_3': '10560'}, {'candidate_1': ' 9106'}, {'candidate_2': ' 2716'}]","[{'candidate_3': '11814'}, {'candidate_1': '10568'}, {'candidate_2': '0'}]",election_01-22-2021_21-15-42_3cands_0.21333333333333335noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-15-42_3cands_0.21333333333333335noise.csv
"[{'candidate_2': '10149'}, {'candidate_1': ' 8365'}, {'candidate_3': ' 8000'}]","[{'candidate_2': '15282'}, {'candidate_1': '11232'}, {'candidate_3': '0'}]",election_01-22-2021_21-15-42_3cands_0.22333333333333336noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-42_3cands_0.22333333333333336noise.csv
"[{'candidate_3': ' 4214'}, {'candidate_2': ' 3898'}, {'candidate_1': ' 3843'}]","[{'candidate_3': ' 6118'}, {'candidate_2': ' 5837'}, {'candidate_1': '0'}]",election_01-22-2021_21-15-42_3cands_0.25666666666666665noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-15-42_3cands_0.25666666666666665noise.csv
"[{'candidate_2': '13748'}, {'candidate_1': '10509'}, {'candidate_3': ' 7472'}]","[{'candidate_2': '15951'}, {'candidate_1': '15778'}, {'candidate_3': '0'}]",election_01-22-2021_21-15-42_3cands_0.2833333333333333noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-42_3cands_0.2833333333333333noise.csv
"[{'candidate_1': ' 5261'}, {'candidate_3': ' 4711'}, {'candidate_2': ' 3619'}]","[{'candidate_1': ' 7212'}, {'candidate_3': ' 6379'}, {'candidate_2': '0'}]",election_01-22-2021_21-15-42_3cands_0.29333333333333333noise.csv,,,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-15-42_3cands_0.29333333333333333noise.csv
"[{'candidate_1': ' 2221'}, {'candidate_3': ' 2085'}, {'candidate_2': ' 1138'}]","[{'candidate_1': ' 2794'}, {'candidate_3': ' 2650'}, {'candidate_2': '0'}]",election_01-22-2021_21-15-42_3cands_0.32666666666666666noise.csv,,,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-15-42_3cands_0.32666666666666666noise.csv
"[{'candidate_2': ' 2758'}, {'candidate_1': ' 2291'}, {'candidate_3': ' 1636'}]","[{'candidate_2': ' 3703'}, {'candidate_1': ' 2982'}, {'candidate_3': '0'}]",election_01-22-2021_21-15-42_3cands_0.33noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-42_3cands_0.33noise.csv
"[{'candidate_1': ' 5664'}, {'candidate_4': ' 5097'}, {'candidate_3': ' 4650'}, {'candidate_2': ' 3558'}]","[{'candidate_1': ' 6712'}, {'candidate_4': ' 6457'}, {'candidate_3': ' 5800'}, {'candidate_2': '0'}]",election_01-22-2021_21-15-42_4cands_0.1525noise.csv,"[{'candidate_1': ' 9884'}, {'candidate_4': ' 9085'}, {'candidate_3': '0'}, {'candidate_2': '0'}]",,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-15-42_4cands_0.1525noise.csv
"[{'candidate_4': ' 2910'}, {'candidate_2': ' 2193'}, {'candidate_3': ' 1905'}, {'candidate_1': ' 1883'}]","[{'candidate_4': ' 3446'}, {'candidate_2': ' 2932'}, {'candidate_3': ' 2513'}, {'candidate_1': '0'}]",election_01-22-2021_21-15-42_4cands_0.1725noise.csv,"[{'candidate_4': ' 4783'}, {'candidate_2': ' 4108'}, {'candidate_3': '0'}, {'candidate_1': '0'}]",,,,,[<Candidate('candidate_4')>],election_01-22-2021_21-15-42_4cands_0.1725noise.csv
"[{'candidate_3': ' 4527'}, {'candidate_2': ' 4405'}, {'candidate_4': ' 4201'}, {'candidate_1': ' 4000'}]","[{'candidate_3': ' 5986'}, {'candidate_2': ' 5736'}, {'candidate_4': ' 5411'}, {'candidate_1': '0'}]",election_01-22-2021_21-15-42_4cands_0.19noise.csv,"[{'candidate_3': ' 8943'}, {'candidate_2': ' 8190'}, {'candidate_4': '0'}, {'candidate_1': '0'}]",,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-15-42_4cands_0.19noise.csv
"[{'candidate_3': ' 1539'}, {'candidate_2': ' 1470'}, {'candidate_1': ' 1265'}, {'candidate_4': ' 1159'}]","[{'candidate_2': ' 1888'}, {'candidate_1': ' 1818'}, {'candidate_3': ' 1727'}, {'candidate_4': '0'}]",election_01-22-2021_21-15-42_4cands_0.225noise.csv,"[{'candidate_2': ' 2972'}, {'candidate_1': ' 2461'}, {'candidate_3': '0'}, {'candidate_4': '0'}]",,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-42_4cands_0.225noise.csv
"[{'candidate_2': ' 3810'}, {'candidate_1': ' 3681'}, {'candidate_3': ' 3369'}, {'candidate_4': ' 3172'}]","[{'candidate_2': ' 4745'}, {'candidate_1': ' 4708'}, {'candidate_3': ' 4579'}, {'candidate_4': '0'}]",election_01-22-2021_21-15-42_4cands_0.22noise.csv,"[{'candidate_2': ' 7235'}, {'candidate_1': ' 6797'}, {'candidate_3': '0'}, {'candidate_4': '0'}]",,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-42_4cands_0.22noise.csv
"[{'candidate_4': '182'}, {'candidate_2': '162'}, {'candidate_1': '161'}, {'candidate_3': '157'}, {'candidate_5': '140'}]","[{'candidate_4': '220'}, {'candidate_1': '199'}, {'candidate_2': '196'}, {'candidate_3': '187'}, {'candidate_5': '0'}]",election_01-22-2021_21-15-42_5cands_0.15noise.csv,"[{'candidate_4': '287'}, {'candidate_1': '265'}, {'candidate_2': '250'}, {'candidate_3': '0'}, {'candidate_5': '0'}]","[{'candidate_1': '402'}, {'candidate_4': '400'}, {'candidate_2': '0'}, {'candidate_3': '0'}, {'candidate_5': '0'}]",,,,[<Candidate('candidate_1')>],election_01-22-2021_21-15-42_5cands_0.15noise.csv
"[{'candidate_3': ' 7903'}, {'candidate_1': ' 6813'}, {'candidate_2': ' 6327'}]","[{'candidate_3': '10631'}, {'candidate_1': '10412'}, {'candidate_2': '0'}]",election_01-22-2021_21-15-43_3cands_0.19666666666666666noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-15-43_3cands_0.19666666666666666noise.csv
"[{'candidate_2': ' 8200'}, {'candidate_3': ' 7639'}, {'candidate_1': ' 7522'}]","[{'candidate_2': '12072'}, {'candidate_3': '11289'}, {'candidate_1': '0'}]",election_01-22-2021_21-15-43_3cands_0.20666666666666667noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-43_3cands_0.20666666666666667noise.csv
"[{'candidate_2': ' 7041'}, {'candidate_3': ' 5390'}, {'candidate_1': ' 3563'}]","[{'candidate_2': ' 8538'}, {'candidate_3': ' 7456'}, {'candidate_1': '0'}]",election_01-22-2021_21-15-43_3cands_0.24666666666666667noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-43_3cands_0.24666666666666667noise.csv
"[{'candidate_2': ' 5734'}, {'candidate_3': ' 5033'}, {'candidate_4': ' 4797'}, {'candidate_1': ' 4620'}]","[{'candidate_2': ' 7301'}, {'candidate_4': ' 7002'}, {'candidate_3': ' 5881'}, {'candidate_1': '0'}]",election_01-22-2021_21-15-43_4cands_0.1575noise.csv,"[{'candidate_2': '10699'}, {'candidate_4': ' 9485'}, {'candidate_3': '0'}, {'candidate_1': '0'}]",,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-43_4cands_0.1575noise.csv
