ballot_id,rank,choice
236985,6,$UNDERVOTE
814199,1,Kate I. Noble
814199,2,Joseph M. Maestas
814199,3,Alan Webber
814199,4,Ronald S. Trujillo
814199,5,Peter N. Ives
814199,6,$UNDERVOTE
30812,1,Alan Webber
30812,2,$UNDERVOTE
30812,3,$UNDERVOTE
30812,4,$UNDERVOTE
30812,5,$UNDERVOTE
30812,6,$UNDERVOTE
80701,1,Alan Webber
80701,2,Peter N. Ives
80701,3,$UNDERVOTE
80701,4,$UNDERVOTE
80701,5,$UNDERVOTE
80701,6,$UNDERVOTE
302628,1,Ronald S. Trujillo
302628,2,$UNDERVOTE
302628,3,$UNDERVOTE
302628,4,$UNDERVOTE
302628,5,$UNDERVOTE
302628,6,$UNDERVOTE
255958,1,Alan Webber
255958,2,Joseph M. Maestas
255958,3,Peter N. Ives
255958,4,Kate I. Noble
255958,5,$UNDERVOTE
255958,6,$UNDERVOTE
849352,1,Alan Webber
849352,2,Joseph M. Maestas
849352,3,Kate I. Noble
849352,4,Ronald S. Trujillo
849352,5,Peter N. Ives
849352,6,$UNDERVOTE
531800,1,Joseph M. Maestas
531800,2,Alan Webber
531800,3,Kate I. Noble
531800,4,Peter N. Ives
531800,5,Ronald S. Trujillo
531800,6,$UNDERVOTE
903776,1,Alan Webber
903776,2,Peter N. Ives
903776,3,Kate I. Noble
903776,4,$UNDERVOTE
903776,5,$UNDERVOTE
903776,6,$UNDERVOTE
825742,1,Alan Webber
825742,2,Kate I. Noble
825742,3,Ronald S. Trujillo
825742,4,Joseph M. Maestas
825742,5,Peter N. Ives
825742,6,$UNDERVOTE
129952,1,Alan Webber
129952,2,Peter N. Ives
129952,3,Joseph M. Maestas
129952,4,$UNDERVOTE
129952,5,$UNDERVOTE
129952,6,$UNDERVOTE
614355,1,Kate I. Noble
614355,2,Peter N. Ives
614355,3,Alan Webber
614355,4,Joseph M. Maestas
614355,5,$UNDERVOTE
614355,6,$UNDERVOTE
566440,1,Alan Webber
566440,2,Peter N. Ives
566440,3,Kate I. Noble
566440,4,$UNDERVOTE
566440,5,$UNDERVOTE
566440,6,$UNDERVOTE
296287,1,Kate I. Noble
296287,2,Ronald S. Trujillo
296287,3,Peter N. Ives
296287,4,Joseph M. Maestas
296287,5,Alan Webber
296287,6,$UNDERVOTE
606731,1,Ronald S. Trujillo
606731,2,$UNDERVOTE
606731,3,$UNDERVOTE
606731,4,$UNDERVOTE
606731,5,$UNDERVOTE
606731,6,$UNDERVOTE
705661,1,Alan Webber
705661,2,Peter N. Ives
705661,3,Joseph M. Maestas
705661,4,Kate I. Noble
705661,5,Ronald S. Trujillo
705661,6,$UNDERVOTE
556043,1,Kate I. Noble
556043,2,Joseph M. Maestas
556043,3,Alan Webber
556043,4,Peter N. Ives
556043,5,Ronald S. Trujillo
556043,6,$UNDERVOTE
925032,1,Alan Webber
925032,2,Kate I. Noble
925032,3,Joseph M. Maestas
925032,4,Peter N. Ives
925032,5,Ronald S. Trujillo
925032,6,$UNDERVOTE
57302,1,Alan Webber
57302,2,Kate I. Noble
57302,3,Peter N. Ives
57302,4,Joseph M. Maestas
57302,5,Ronald S. Trujillo
57302,6,$UNDERVOTE
524581,1,Alan Webber
524581,2,Joseph M. Maestas
524581,3,Kate I. Noble
524581,4,Peter N. Ives
524581,5,Ronald S. Trujillo
524581,6,$UNDERVOTE
495527,1,Joseph M. Maestas
495527,2,Alan Webber
495527,3,Kate I. Noble
495527,4,Ronald S. Trujillo
495527,5,Peter N. Ives
495527,6,$UNDERVOTE
668311,1,Alan Webber
668311,2,Kate I. Noble
668311,3,Peter N. Ives
668311,4,Joseph M. Maestas
668311,5,$UNDERVOTE
668311,6,$UNDERVOTE
911998,1,Alan Webber
911998,2,Kate I. Noble
911998,3,Joseph M. Maestas
911998,4,$UNDERVOTE
911998,5,$UNDERVOTE
911998,6,$UNDERVOTE
767828,1,Joseph M. Maestas
767828,2,Alan Webber
767828,3,Ronald S. Trujillo
767828,4,$UNDERVOTE
767828,5,$UNDERVOTE
767828,6,$UNDERVOTE
411502,1,Alan Webber
411502,2,Peter N. Ives
411502,3,Kate I. Noble
411502,4,$UNDERVOTE
411502,5,$UNDERVOTE
411502,6,$UNDERVOTE
472512,1,Alan Webber
472512,2,Kate I. Noble
472512,3,Peter N. Ives
472512,4,$UNDERVOTE
472512,5,$UNDERVOTE
472512,6,$UNDERVOTE
995265,1,Ronald S. Trujillo
995265,2,$UNDERVOTE
995265,3,$UNDERVOTE
995265,4,$UNDERVOTE
995265,5,$UNDERVOTE
995265,6,$UNDERVOTE
717233,1,Alan Webber
717233,2,Peter N. Ives
717233,3,Kate I. Noble
717233,4,Joseph M. Maestas
717233,5,Ronald S. Trujillo
717233,6,$UNDERVOTE
623741,1,Alan Webber
623741,2,Joseph M. Maestas
623741,3,Kate I. Noble
623741,4,Peter N. Ives
623741,5,Ronald S. Trujillo
623741,6,$UNDERVOTE
581399,1,Joseph M. Maestas
581399,2,Alan Webber
581399,3,Kate I. Noble
581399,4,Peter N. Ives
581399,5,Ronald S. Trujillo
581399,6,$UNDERVOTE
781675,1,Alan Webber
781675,2,Kate I. Noble
781675,3,$UNDERVOTE
781675,4,$UNDERVOTE
781675,5,$UNDERVOTE
781675,6,$UNDERVOTE
826893,1,Alan Webber
826893,2,Kate I. Noble
826893,3,$UNDERVOTE
826893,4,$UNDERVOTE
826893,5,$UNDERVOTE
826893,6,$UNDERVOTE
913634,1,Alan Webber
913634,2,$UNDERVOTE
913634,3,$UNDERVOTE
913634,4,$UNDERVOTE
913634,5,$UNDERVOTE
913634,6,$UNDERVOTE
937632,1,Alan Webber
937632,2,Ronald S. Trujillo
937632,3,Peter N. Ives
937632,4,Joseph M. Maestas
937632,5,Kate I. Noble
937632,6,$UNDERVOTE
698270,1,Alan Webber
698270,2,Kate I. Noble
698270,3,$UNDERVOTE
698270,4,$UNDERVOTE
698270,5,$UNDERVOTE
698270,6,$UNDERVOTE
290176,1,Joseph M. Maestas
290176,2,Alan Webber
290176,3,Kate I. Noble
290176,4,Peter N. Ives
290176,5,Ronald S. Trujillo
290176,6,$UNDERVOTE
516593,1,Kate I. Noble
516593,2,Peter N. Ives
516593,3,Joseph M. Maestas
516593,4,Ronald S. Trujillo
516593,5,Alan Webber
516593,6,$UNDERVOTE
315876,1,Alan Webber
315876,2,Joseph M. Maestas
315876,3,Peter N. Ives
315876,4,Kate I. Noble
315876,5,Ronald S. Trujillo
315876,6,$UNDERVOTE
563190,1,Ronald S. Trujillo
563190,2,$UNDERVOTE
563190,3,$UNDERVOTE
563190,4,$UNDERVOTE
563190,5,$UNDERVOTE
563190,6,$UNDERVOTE
864628,1,Alan Webber
864628,2,Peter N. Ives
864628,3,Ronald S. Trujillo
864628,4,$UNDERVOTE
864628,5,$UNDERVOTE
864628,6,$UNDERVOTE
222055,1,Peter N. Ives
222055,2,Ronald S. Trujillo
222055,3,Joseph M. Maestas
222055,4,Kate I. Noble
222055,5,Alan Webber
222055,6,$UNDERVOTE
181783,1,Kate I. Noble
181783,2,Joseph M. Maestas
181783,3,Alan Webber
181783,4,$UNDERVOTE
181783,5,$UNDERVOTE
181783,6,$UNDERVOTE
519171,1,Kate I. Noble
519171,2,Alan Webber
519171,3,Peter N. Ives
519171,4,$UNDERVOTE
519171,5,$UNDERVOTE
519171,6,$UNDERVOTE
392238,1,Alan Webber
392238,2,Kate I. Noble
392238,3,Joseph M. Maestas
392238,4,Peter N. Ives
392238,5,Ronald S. Trujillo
392238,6,$UNDERVOTE
7110,1,Alan Webber
7110,2,Joseph M. Maestas
7110,3,Peter N. Ives
7110,4,Ronald S. Trujillo
7110,5,Kate I. Noble
7110,6,$UNDERVOTE
401306,1,Kate I. Noble
401306,2,Ronald S. Trujillo
401306,3,Alan Webber
401306,4,Peter N. Ives
401306,5,Joseph M. Maestas
401306,6,$UNDERVOTE
143197,1,Kate I. Noble
143197,2,Joseph M. Maestas
143197,3,Alan Webber
143197,4,Ronald S. Trujillo
143197,5,Peter N. Ives
143197,6,$UNDERVOTE
638525,1,Kate I. Noble
638525,2,Alan Webber
638525,3,$UNDERVOTE
638525,4,$UNDERVOTE
638525,5,$UNDERVOTE
638525,6,$UNDERVOTE
746417,1,Alan Webber
746417,2,Kate I. Noble
746417,3,Joseph M. Maestas
746417,4,$UNDERVOTE
746417,5,$UNDERVOTE
746417,6,$UNDERVOTE
234928,1,Alan Webber
234928,2,Peter N. Ives
234928,3,Kate I. Noble
234928,4,Joseph M. Maestas
234928,5,Ronald S. Trujillo
234928,6,$UNDERVOTE
982120,1,Alan Webber
982120,2,Kate I. Noble
982120,3,Joseph M. Maestas
982120,4,Peter N. Ives
982120,5,Ronald S. Trujillo
982120,6,$UNDERVOTE
418514,1,Alan Webber
418514,2,Peter N. Ives
418514,3,Joseph M. Maestas
418514,4,Ronald S. Trujillo
418514,5,Kate I. Noble
418514,6,$UNDERVOTE
793000,1,Kate I. Noble
793000,2,$UNDERVOTE
793000,3,$UNDERVOTE
793000,4,$UNDERVOTE
793000,5,$UNDERVOTE
793000,6,$UNDERVOTE
379431,1,Alan Webber
379431,2,Joseph M. Maestas
379431,3,$UNDERVOTE
379431,4,$UNDERVOTE
379431,5,$UNDERVOTE
379431,6,$UNDERVOTE
42484,1,Kate I. Noble
42484,2,Joseph M. Maestas
42484,3,Alan Webber
42484,4,Ronald S. Trujillo
42484,5,Peter N. Ives
42484,6,$UNDERVOTE
92973,1,Ronald S. Trujillo
92973,2,Alan Webber
92973,3,Kate I. Noble
92973,4,Peter N. Ives
92973,5,$UNDERVOTE
92973,6,$UNDERVOTE
535000,1,Kate I. Noble
535000,2,Alan Webber
535000,3,Peter N. Ives
535000,4,Joseph M. Maestas
535000,5,Ronald S. Trujillo
535000,6,$UNDERVOTE
667785,1,Kate I. Noble
667785,2,Joseph M. Maestas
667785,3,Alan Webber
667785,4,Peter N. Ives
667785,5,Ronald S. Trujillo
667785,6,$UNDERVOTE
369598,1,Alan Webber
369598,2,Kate I. Noble
369598,3,Joseph M. Maestas
369598,4,Peter N. Ives
369598,5,Ronald S. Trujillo
369598,6,$UNDERVOTE
219115,1,Kate I. Noble
219115,2,Alan Webber
219115,3,Joseph M. Maestas
219115,4,Peter N. Ives
219115,5,Ronald S. Trujillo
219115,6,$UNDERVOTE
350893,1,Alan Webber
350893,2,Kate I. Noble
350893,3,Peter N. Ives
350893,4,Ronald S. Trujillo
350893,5,Joseph M. Maestas
350893,6,$UNDERVOTE
40718,1,Kate I. Noble
40718,2,Alan Webber
40718,3,Joseph M. Maestas
40718,4,Peter N. Ives
40718,5,$UNDERVOTE
40718,6,$UNDERVOTE
727560,1,Ronald S. Trujillo
727560,2,Joseph M. Maestas
727560,3,Kate I. Noble
727560,4,Peter N. Ives
727560,5,Alan Webber
727560,6,$UNDERVOTE
97276,1,Alan Webber
97276,2,Ronald S. Trujillo
97276,3,$UNDERVOTE
97276,4,$UNDERVOTE
97276,5,$UNDERVOTE
97276,6,$UNDERVOTE
862168,1,Alan Webber
862168,2,Kate I. Noble
862168,3,Joseph M. Maestas
862168,4,Peter N. Ives
862168,5,Ronald S. Trujillo
862168,6,$UNDERVOTE
438459,1,Alan Webber
438459,2,Peter N. Ives
438459,3,Kate I. Noble
438459,4,Joseph M. Maestas
438459,5,Ronald S. Trujillo
438459,6,$UNDERVOTE
118620,1,Kate I. Noble
118620,2,Joseph M. Maestas
118620,3,Alan Webber
118620,4,Peter N. Ives
118620,5,Ronald S. Trujillo
118620,6,$UNDERVOTE
628507,1,Alan Webber
628507,2,Joseph M. Maestas
628507,3,Peter N. Ives
628507,4,Kate I. Noble
628507,5,Ronald S. Trujillo
628507,6,$UNDERVOTE
476218,1,Alan Webber
476218,2,Joseph M. Maestas
476218,3,Peter N. Ives
476218,4,Kate I. Noble
476218,5,Ronald S. Trujillo
476218,6,$UNDERVOTE
7656,1,Alan Webber
7656,2,Joseph M. Maestas
7656,3,Peter N. Ives
7656,4,Ronald S. Trujillo
7656,5,Kate I. Noble
7656,6,$UNDERVOTE
766368,1,Kate I. Noble
766368,2,Alan Webber
766368,3,Peter N. Ives
766368,4,Ronald S. Trujillo
766368,5,Joseph M. Maestas
766368,6,$UNDERVOTE
848767,1,Alan Webber
848767,2,Peter N. Ives
848767,3,$UNDERVOTE
848767,4,$UNDERVOTE
848767,5,$UNDERVOTE
848767,6,$UNDERVOTE
84742,1,Kate I. Noble
84742,2,Alan Webber
84742,3,Peter N. Ives
84742,4,Joseph M. Maestas
84742,5,Ronald S. Trujillo
84742,6,$UNDERVOTE
863074,1,Joseph M. Maestas
863074,2,Kate I. Noble
863074,3,Peter N. Ives
863074,4,Alan Webber
863074,5,$UNDERVOTE
863074,6,$UNDERVOTE
395628,1,Alan Webber
395628,2,Peter N. Ives
395628,3,Kate I. Noble
395628,4,Ronald S. Trujillo
395628,5,Joseph M. Maestas
395628,6,$UNDERVOTE
451845,1,Alan Webber
451845,2,Kate I. Noble
451845,3,Joseph M. Maestas
451845,4,Ronald S. Trujillo
451845,5,Peter N. Ives
451845,6,$UNDERVOTE
317441,1,Joseph M. Maestas
317441,2,Alan Webber
317441,3,Kate I. Noble
317441,4,Peter N. Ives
317441,5,Ronald S. Trujillo
317441,6,$UNDERVOTE
570961,1,Ronald S. Trujillo
570961,2,Kate I. Noble
570961,3,Peter N. Ives
570961,4,Alan Webber
570961,5,Joseph M. Maestas
570961,6,$UNDERVOTE
787417,1,Joseph M. Maestas
787417,2,Peter N. Ives
787417,3,Kate I. Noble
787417,4,Alan Webber
787417,5,Ronald S. Trujillo
787417,6,$UNDERVOTE
988396,1,Ronald S. Trujillo
988396,2,$UNDERVOTE
988396,3,$UNDERVOTE
988396,4,$UNDERVOTE
988396,5,$UNDERVOTE
988396,6,$UNDERVOTE
480715,1,Alan Webber
480715,2,Kate I. Noble
480715,3,Peter N. Ives
480715,4,Joseph M. Maestas
480715,5,Ronald S. Trujillo
480715,6,$UNDERVOTE
231638,1,Kate I. Noble
231638,2,Alan Webber
231638,3,$UNDERVOTE
231638,4,$UNDERVOTE
231638,5,$UNDERVOTE
231638,6,$UNDERVOTE
810916,1,Ronald S. Trujillo
810916,2,$UNDERVOTE
810916,3,$UNDERVOTE
810916,4,$UNDERVOTE
810916,5,$UNDERVOTE
810916,6,$UNDERVOTE
283813,1,Alan Webber
283813,2,Kate I. Noble
283813,3,Joseph M. Maestas
283813,4,Ronald S. Trujillo
283813,5,Peter N. Ives
283813,6,$UNDERVOTE
243579,1,Alan Webber
243579,2,Joseph M. Maestas
243579,3,$UNDERVOTE
243579,4,$UNDERVOTE
243579,5,$UNDERVOTE
243579,6,$UNDERVOTE
390362,1,Kate I. Noble
390362,2,Alan Webber
390362,3,$UNDERVOTE
390362,4,$UNDERVOTE
390362,5,$UNDERVOTE
390362,6,$UNDERVOTE
994092,1,Alan Webber
994092,2,$UNDERVOTE
994092,3,$UNDERVOTE
994092,4,$UNDERVOTE
994092,5,$UNDERVOTE
994092,6,$UNDERVOTE
889202,1,Kate I. Noble
889202,2,Alan Webber
889202,3,Peter N. Ives
889202,4,Joseph M. Maestas
889202,5,Ronald S. Trujillo
889202,6,$UNDERVOTE
265250,1,Ronald S. Trujillo
265250,2,Kate I. Noble
265250,3,Joseph M. Maestas
265250,4,Alan Webber
265250,5,Peter N. Ives
265250,6,$UNDERVOTE
624896,1,Kate I. Noble
624896,2,Ronald S. Trujillo
624896,3,$UNDERVOTE
624896,4,$UNDERVOTE
624896,5,$UNDERVOTE
624896,6,$UNDERVOTE
676476,1,Ronald S. Trujillo
676476,2,Peter N. Ives
676476,3,Alan Webber
676476,4,Joseph M. Maestas
676476,5,Kate I. Noble
676476,6,$UNDERVOTE
186008,1,Kate I. Noble
186008,2,Alan Webber
186008,3,Peter N. Ives
186008,4,Joseph M. Maestas
186008,5,Ronald S. Trujillo
186008,6,$UNDERVOTE
642478,1,Alan Webber
642478,2,Kate I. Noble
642478,3,Peter N. Ives
642478,4,Ronald S. Trujillo
642478,5,Joseph M. Maestas
642478,6,$UNDERVOTE
526175,1,Kate I. Noble
526175,2,Joseph M. Maestas
526175,3,Alan Webber
526175,4,$UNDERVOTE
526175,5,$UNDERVOTE
526175,6,$UNDERVOTE
901035,1,Alan Webber
901035,2,Kate I. Noble
901035,3,$UNDERVOTE
901035,4,$UNDERVOTE
901035,5,$UNDERVOTE
901035,6,$UNDERVOTE
698336,1,Kate I. Noble
698336,2,Alan Webber
698336,3,Ronald S. Trujillo
698336,4,Peter N. Ives
698336,5,$UNDERVOTE
698336,6,$UNDERVOTE
13524,1,Alan Webber
13524,2,Joseph M. Maestas
13524,3,Ronald S. Trujillo
13524,4,Kate I. Noble
13524,5,Peter N. Ives
13524,6,$UNDERVOTE
796194,1,Kate I. Noble
796194,2,Alan Webber
796194,3,Joseph M. Maestas
796194,4,Ronald S. Trujillo
796194,5,Peter N. Ives
796194,6,$UNDERVOTE
723472,1,Alan Webber
723472,2,Kate I. Noble
723472,3,Peter N. Ives
723472,4,Ronald S. Trujillo
723472,5,Joseph M. Maestas
723472,6,$UNDERVOTE
503554,1,Alan Webber
503554,2,Joseph M. Maestas
503554,3,$UNDERVOTE
503554,4,$UNDERVOTE
503554,5,$UNDERVOTE
503554,6,$UNDERVOTE
900187,1,Peter N. Ives
900187,2,$UNDERVOTE
900187,3,$UNDERVOTE
900187,4,$UNDERVOTE
900187,5,$UNDERVOTE
900187,6,$UNDERVOTE
360790,1,Alan Webber
360790,2,Kate I. Noble
360790,3,Peter N. Ives
360790,4,Joseph M. Maestas
360790,5,Ronald S. Trujillo
360790,6,$UNDERVOTE
999107,1,Alan Webber
999107,2,Kate I. Noble
999107,3,Joseph M. Maestas
999107,4,Peter N. Ives
999107,5,Ronald S. Trujillo
999107,6,$UNDERVOTE
529064,1,Joseph M. Maestas
529064,2,Kate I. Noble
529064,3,Alan Webber
529064,4,Peter N. Ives
529064,5,Ronald S. Trujillo
529064,6,$UNDERVOTE
700762,1,Alan Webber
700762,2,Kate I. Noble
700762,3,Peter N. Ives
700762,4,Ronald S. Trujillo
700762,5,Joseph M. Maestas
700762,6,$UNDERVOTE
145355,1,Alan Webber
145355,2,$UNDERVOTE
145355,3,$UNDERVOTE
145355,4,$UNDERVOTE
145355,5,$UNDERVOTE
145355,6,$UNDERVOTE
643272,1,Alan Webber
643272,2,Joseph M. Maestas
643272,3,Kate I. Noble
643272,4,Ronald S. Trujillo
643272,5,Peter N. Ives
643272,6,$UNDERVOTE
183426,1,Joseph M. Maestas
183426,2,Alan Webber
183426,3,Peter N. Ives
183426,4,$UNDERVOTE
183426,5,$UNDERVOTE
183426,6,$UNDERVOTE
269303,1,Alan Webber
269303,2,Peter N. Ives
269303,3,$UNDERVOTE
269303,4,$UNDERVOTE
269303,5,$UNDERVOTE
269303,6,$UNDERVOTE
19739,1,Alan Webber
19739,2,Peter N. Ives
19739,3,Joseph M. Maestas
19739,4,Kate I. Noble
19739,5,Ronald S. Trujillo
19739,6,$UNDERVOTE
224733,1,Alan Webber
224733,2,Kate I. Noble
224733,3,Peter N. Ives
224733,4,Ronald S. Trujillo
224733,5,Joseph M. Maestas
224733,6,$UNDERVOTE
505541,1,Kate I. Noble
505541,2,$UNDERVOTE
505541,3,$UNDERVOTE
505541,4,$UNDERVOTE
505541,5,$UNDERVOTE
505541,6,$UNDERVOTE
473868,1,Alan Webber
473868,2,Peter N. Ives
473868,3,Kate I. Noble
473868,4,$UNDERVOTE
473868,5,$UNDERVOTE
473868,6,$UNDERVOTE
682301,1,Kate I. Noble
682301,2,Peter N. Ives
682301,3,Alan Webber
682301,4,Joseph M. Maestas
682301,5,Ronald S. Trujillo
682301,6,$UNDERVOTE
797800,1,Joseph M. Maestas
797800,2,Alan Webber
797800,3,Peter N. Ives
797800,4,Kate I. Noble
797800,5,Ronald S. Trujillo
797800,6,$UNDERVOTE
772356,1,Kate I. Noble
772356,2,Joseph M. Maestas
772356,3,Peter N. Ives
772356,4,Alan Webber
772356,5,Ronald S. Trujillo
772356,6,$UNDERVOTE
788502,1,Alan Webber
788502,2,Peter N. Ives
788502,3,Kate I. Noble
788502,4,Joseph M. Maestas
788502,5,$UNDERVOTE
788502,6,$UNDERVOTE
859347,1,Alan Webber
859347,2,Peter N. Ives
859347,3,Kate I. Noble
859347,4,$UNDERVOTE
859347,5,$UNDERVOTE
859347,6,$UNDERVOTE
387397,1,Joseph M. Maestas
387397,2,Ronald S. Trujillo
387397,3,Peter N. Ives
387397,4,Kate I. Noble
387397,5,Alan Webber
387397,6,$UNDERVOTE
939705,1,Alan Webber
939705,2,Kate I. Noble
939705,3,Joseph M. Maestas
939705,4,Ronald S. Trujillo
939705,5,Peter N. Ives
939705,6,$UNDERVOTE
498867,1,Alan Webber
498867,2,Kate I. Noble
498867,3,$UNDERVOTE
498867,4,$UNDERVOTE
498867,5,$UNDERVOTE
498867,6,$UNDERVOTE
433318,1,Alan Webber
433318,2,Joseph M. Maestas
433318,3,Peter N. Ives
433318,4,Kate I. Noble
433318,5,Ronald S. Trujillo
433318,6,$UNDERVOTE
632659,1,Kate I. Noble
632659,2,Alan Webber
632659,3,Joseph M. Maestas
632659,4,Peter N. Ives
632659,5,Ronald S. Trujillo
632659,6,$UNDERVOTE
575722,1,Joseph M. Maestas
575722,2,Peter N. Ives
575722,3,Ronald S. Trujillo
575722,4,Kate I. Noble
575722,5,Alan Webber
575722,6,$UNDERVOTE
882278,1,Alan Webber
882278,2,Kate I. Noble
882278,3,Peter N. Ives
882278,4,Joseph M. Maestas
882278,5,Ronald S. Trujillo
882278,6,$UNDERVOTE
311260,1,Alan Webber
311260,2,Kate I. Noble
311260,3,$UNDERVOTE
311260,4,$UNDERVOTE
311260,5,$UNDERVOTE
311260,6,$UNDERVOTE
638489,1,Alan Webber
638489,2,Kate I. Noble
638489,3,Joseph M. Maestas
638489,4,Ronald S. Trujillo
638489,5,Peter N. Ives
638489,6,$UNDERVOTE
405067,1,Ronald S. Trujillo
405067,2,$UNDERVOTE
405067,3,$UNDERVOTE
405067,4,$UNDERVOTE
405067,5,$UNDERVOTE
405067,6,$UNDERVOTE
735140,1,Kate I. Noble
735140,2,Alan Webber
735140,3,$UNDERVOTE
735140,4,$UNDERVOTE
735140,5,$UNDERVOTE
735140,6,$UNDERVOTE
351792,1,Alan Webber
351792,2,Peter N. Ives
351792,3,Ronald S. Trujillo
351792,4,Joseph M. Maestas
351792,5,Kate I. Noble
351792,6,$UNDERVOTE
525821,1,Ronald S. Trujillo
525821,2,Alan Webber
525821,3,Kate I. Noble
525821,4,Peter N. Ives
525821,5,Joseph M. Maestas
525821,6,$UNDERVOTE
445748,1,Ronald S. Trujillo
445748,2,Joseph M. Maestas
445748,3,Kate I. Noble
445748,4,Peter N. Ives
445748,5,Alan Webber
445748,6,$UNDERVOTE
972988,1,Kate I. Noble
972988,2,Alan Webber
972988,3,$UNDERVOTE
972988,4,$UNDERVOTE
972988,5,$UNDERVOTE
972988,6,$UNDERVOTE
298065,1,Alan Webber
298065,2,Joseph M. Maestas
298065,3,Kate I. Noble
298065,4,$UNDERVOTE
298065,5,$UNDERVOTE
298065,6,$UNDERVOTE
361609,1,Alan Webber
361609,2,$UNDERVOTE
361609,3,$UNDERVOTE
361609,4,$UNDERVOTE
361609,5,$UNDERVOTE
361609,6,$UNDERVOTE
165025,1,Alan Webber
165025,2,Peter N. Ives
165025,3,Joseph M. Maestas
165025,4,$UNDERVOTE
165025,5,$UNDERVOTE
165025,6,$UNDERVOTE
841231,1,Alan Webber
841231,2,Joseph M. Maestas
841231,3,Peter N. Ives
841231,4,Kate I. Noble
841231,5,Ronald S. Trujillo
841231,6,$UNDERVOTE
73854,1,Peter N. Ives
73854,2,Joseph M. Maestas
73854,3,Kate I. Noble
73854,4,Alan Webber
73854,5,Ronald S. Trujillo
73854,6,$UNDERVOTE
30054,1,Peter N. Ives
30054,2,Joseph M. Maestas
30054,3,Alan Webber
30054,4,Ronald S. Trujillo
30054,5,Kate I. Noble
30054,6,$UNDERVOTE
146726,1,Alan Webber
146726,2,Kate I. Noble
146726,3,Peter N. Ives
146726,4,Joseph M. Maestas
146726,5,Ronald S. Trujillo
146726,6,$UNDERVOTE
94689,1,Alan Webber
94689,2,Kate I. Noble
94689,3,Joseph M. Maestas
94689,4,Peter N. Ives
94689,5,Ronald S. Trujillo
94689,6,$UNDERVOTE
31668,1,Alan Webber
31668,2,$UNDERVOTE
31668,3,$UNDERVOTE
31668,4,$UNDERVOTE
31668,5,$UNDERVOTE
31668,6,$UNDERVOTE
544299,1,Joseph M. Maestas
544299,2,Alan Webber
544299,3,Kate I. Noble
544299,4,Ronald S. Trujillo
544299,5,$UNDERVOTE
544299,6,$UNDERVOTE
564809,1,Kate I. Noble
564809,2,Alan Webber
564809,3,Joseph M. Maestas
564809,4,Peter N. Ives
564809,5,Ronald S. Trujillo
564809,6,$UNDERVOTE
675865,1,Joseph M. Maestas
675865,2,Kate I. Noble
675865,3,Alan Webber
675865,4,Ronald S. Trujillo
675865,5,Peter N. Ives
675865,6,$UNDERVOTE
378036,1,Alan Webber
378036,2,Kate I. Noble
378036,3,Joseph M. Maestas
378036,4,Peter N. Ives
378036,5,Ronald S. Trujillo
378036,6,$UNDERVOTE
729942,1,Alan Webber
729942,2,Kate I. Noble
729942,3,Joseph M. Maestas
729942,4,Ronald S. Trujillo
729942,5,Peter N. Ives
729942,6,$UNDERVOTE
45576,1,Kate I. Noble
45576,2,Ronald S. Trujillo
45576,3,Alan Webber
45576,4,Joseph M. Maestas
45576,5,Peter N. Ives
45576,6,$UNDERVOTE
748675,1,Alan Webber
748675,2,Kate I. Noble
748675,3,Peter N. Ives
748675,4,Joseph M. Maestas
748675,5,Ronald S. Trujillo
748675,6,$UNDERVOTE
714180,1,Alan Webber
714180,2,Joseph M. Maestas
714180,3,Kate I. Noble
714180,4,$UNDERVOTE
714180,5,$UNDERVOTE
714180,6,$UNDERVOTE
615733,1,Alan Webber
615733,2,Peter N. Ives
615733,3,Kate I. Noble
615733,4,$UNDERVOTE
615733,5,$UNDERVOTE
615733,6,$UNDERVOTE
252178,1,Ronald S. Trujillo
252178,2,Alan Webber
252178,3,Joseph M. Maestas
252178,4,Peter N. Ives
252178,5,Kate I. Noble
252178,6,$UNDERVOTE
115896,1,Alan Webber
115896,2,Peter N. Ives
115896,3,Joseph M. Maestas
115896,4,Ronald S. Trujillo
115896,5,Kate I. Noble
115896,6,$UNDERVOTE
131567,1,Kate I. Noble
131567,2,Joseph M. Maestas
131567,3,Alan Webber
131567,4,Peter N. Ives
131567,5,Ronald S. Trujillo
131567,6,$UNDERVOTE
369387,1,Joseph M. Maestas
369387,2,Alan Webber
369387,3,Kate I. Noble
369387,4,$UNDERVOTE
369387,5,$UNDERVOTE
369387,6,$UNDERVOTE
132670,1,Kate I. Noble
132670,2,$UNDERVOTE
132670,3,$UNDERVOTE
132670,4,$UNDERVOTE
132670,5,$UNDERVOTE
132670,6,$UNDERVOTE
534432,1,Alan Webber
534432,2,Kate I. Noble
534432,3,Joseph M. Maestas
534432,4,$UNDERVOTE
534432,5,$UNDERVOTE
534432,6,$UNDERVOTE
746786,1,Alan Webber
746786,2,Kate I. Noble
746786,3,Peter N. Ives
746786,4,Joseph M. Maestas
746786,5,Ronald S. Trujillo
746786,6,$UNDERVOTE
123884,1,Alan Webber
123884,2,Kate I. Noble
123884,3,Peter N. Ives
123884,4,$UNDERVOTE
123884,5,$UNDERVOTE
123884,6,$UNDERVOTE
645301,1,Alan Webber
645301,2,Joseph M. Maestas
645301,3,Peter N. Ives
645301,4,Kate I. Noble
645301,5,$UNDERVOTE
645301,6,$UNDERVOTE
343966,1,Alan Webber
343966,2,Peter N. Ives
